week_start,SKU_NO,sales
2020-08-10,P44,31
2020-08-10,P45,27
2020-08-10,P46,24
2020-08-10,P47,24
2020-08-10,P48,30
2020-08-10,P49,27
2020-08-10,P50,10
2020-08-10,P51,19
2020-08-10,P52,29
2020-08-10,P53,2
2020-08-10,P54,36
2020-08-10,P55,43
2020-08-10,P56,36
2020-08-10,P57,35
2020-08-10,P58,31
2020-08-10,P59,4
2020-08-10,P60,32
2020-08-10,P61,24
2020-08-10,P62,9
2020-08-10,P63,29
2020-08-10,P64,25
2020-08-10,P65,5
2020-08-10,P66,19
2020-08-10,P67,20
2020-08-10,P68,7
2020-08-10,P69,33
2020-08-10,P70,33
2020-08-10,P71,13
2020-08-10,P72,18
2020-08-10,P73,23
2020-08-10,P74,4
2020-08-10,P75,26
2020-08-10,P76,25
2020-08-10,P77,5
2020-08-10,P78,23
2020-08-10,P79,28
2020-08-10,P80,20
2020-08-10,P81,7
2020-08-10,P82,8
2020-08-10,P83,38
2020-08-10,P84,24
2020-08-10,P85,36
2020-08-10,P86,35
2020-08-10,P87,29
2020-08-10,P88,27
2020-08-10,P89,27
2020-08-10,P90,25
2020-08-10,P91,8
2020-08-10,P92,22
2020-08-10,P93,4
2020-08-10,P94,10
2020-08-10,P95,15
2020-08-10,P96,47
2020-08-10,P97,36
2020-08-10,P98,2
2020-08-10,P99,6
2020-08-10,P100,7
2020-08-10,P101,34
2020-08-10,P102,34
2020-08-10,P103,10
2020-08-10,P104,7
2020-08-10,P105,6
2020-08-10,P106,7
2020-08-10,P107,18
2020-08-10,P108,0
2020-08-10,P109,15
2020-08-10,P110,5
2020-08-10,P111,5
2020-08-10,P112,26
2020-08-10,P113,37
2020-08-10,P114,7
2020-08-10,P115,11
2020-08-10,P116,8
2020-08-10,P117,3
2020-08-10,P118,9
2020-08-10,P119,32
2020-08-10,P120,33
2020-08-10,P121,11
2020-08-10,P122,9
2020-08-10,P123,5
2020-08-10,P124,5
2020-08-10,P125,6
2020-08-10,P126,5
2020-08-10,P127,2
2020-08-10,P128,28
2020-08-10,P129,40
2020-08-10,P130,37
2020-08-10,P131,19
2020-08-10,P132,25
2020-08-10,P133,30
2020-08-10,P134,40
2020-08-10,P135,44
2020-08-10,P136,24
2020-08-10,P137,30
2020-08-10,P138,22
2020-08-10,P139,28
2020-08-10,P140,37
2020-08-10,P141,28
2020-08-10,P142,38
2020-08-10,P143,21
2020-08-10,P144,10
2020-08-10,P145,19
2020-08-10,P146,7
2020-08-10,P147,6
2020-08-10,P148,7
2020-08-10,P149,8
2020-08-10,P150,2
2020-08-10,P151,3
2020-08-10,P152,13
2020-08-10,P153,11
2020-08-10,P154,7
2020-08-10,P155,4
2020-08-10,P156,2
2020-08-10,P157,8
2020-08-10,P158,6
2020-08-10,P159,5
2020-08-10,P160,15
2020-08-10,P161,6
2020-08-10,P162,4
2020-08-10,P163,3
2020-08-10,P164,5
2020-08-10,P165,3
2020-08-10,P166,7
2020-08-10,P167,25
2020-08-10,P168,34
2020-08-10,P169,25
2020-08-10,P170,17
2020-08-10,P171,6
2020-08-10,P172,34
2020-08-10,P173,27
2020-08-10,P174,20
2020-08-10,P175,34
2020-08-10,P176,27
2020-08-10,P177,36
2020-08-10,P178,27
2020-08-10,P179,44
2020-08-10,P180,39
2020-08-10,P181,32
2020-08-10,P182,23
2020-08-10,P183,30
2020-08-10,P184,29
2020-08-10,P185,25
2020-08-10,P186,41
2020-08-10,P187,22
2020-08-10,P188,19
2020-08-10,P189,30
2020-08-10,P190,40
2020-08-10,P191,30
2020-08-10,P192,15
2020-08-10,P193,22
2020-08-10,P194,29
2020-08-10,P195,3
2020-08-10,P196,21
2020-08-10,P197,10
2020-08-10,P198,7
2020-08-10,P199,2
2020-08-10,P200,19
2020-08-10,P201,2
2020-08-10,P202,14
2020-08-10,P203,2
2020-08-10,P204,2
2020-08-10,P205,16
2020-08-10,P206,1
2020-08-10,P207,4
2020-08-10,P208,22
2020-08-10,P209,10
2020-08-10,P210,10
2020-08-10,P211,11
2020-08-10,P212,1
2020-08-10,P213,0
2020-08-10,P214,0
2020-08-10,P215,0
2020-08-10,P216,0
2020-08-10,P217,0
2020-08-10,P218,0
2020-08-10,P219,1
2020-08-10,P220,0
2020-08-10,P221,0
2020-08-10,P222,0
2020-08-10,P223,0
2020-08-10,P224,0
2020-08-10,P225,1
2020-08-10,P226,0
2020-08-10,P227,0
2020-08-10,P228,0
2020-08-10,P229,1
2020-08-10,P230,0
2020-08-10,P231,0
2020-08-10,P232,1
2020-08-10,P233,0
2020-08-10,P234,0
2020-08-10,P235,0
2020-08-10,P236,0
2020-08-10,P237,2
2020-08-10,P238,0
2020-08-10,P239,0
2020-08-10,P240,0
2020-08-10,P241,1
2020-08-10,P242,0
2020-08-10,P243,0
2020-08-10,P244,0
2020-08-10,P245,0
2020-08-10,P246,1
2020-08-10,P247,0
2020-08-10,P248,0
2020-08-10,P249,0
2020-08-10,P250,0
2020-08-10,P251,0
2020-08-10,P252,0
2020-08-10,P253,0
2020-08-10,P254,0
2020-08-10,P255,1
2020-08-10,P256,1
2020-08-10,P257,1
2020-08-10,P258,0
2020-08-10,P259,0
2020-08-10,P260,0
2020-08-10,P261,17
2020-08-10,P262,24
2020-08-10,P263,10
2020-08-10,P264,6
2020-08-10,P265,1
2020-08-10,P266,7
2020-08-10,P267,11
2020-08-10,P268,13
2020-08-10,P269,19
2020-08-10,P270,21
2020-08-10,P271,2
2020-08-10,P272,0
2020-08-10,P273,1
2020-08-10,P274,0
2020-08-10,P275,0
2020-08-10,P276,0
2020-08-10,P277,0
2020-08-10,P278,0
2020-08-10,P279,0
2020-08-10,P280,0
2020-08-10,P281,2
2020-08-10,P282,0
2020-08-10,P283,0
2020-08-10,P284,11
2020-08-10,P285,3
2020-08-10,P286,14
2020-08-10,P287,0
2020-08-10,P288,1
2020-08-10,P289,0
2020-08-10,P290,0
2020-08-10,P291,0
2020-08-10,P292,5
2020-08-10,P293,6
2020-08-10,P294,8
2020-08-10,P295,3
2020-08-10,P296,8
2020-08-10,P297,4
2020-08-10,P298,2
2020-08-10,P299,5
2020-08-10,P300,7
2020-08-10,P301,4
2020-08-10,P302,3
2020-08-10,P303,0
2020-08-10,P304,5
2020-08-10,P305,8
2020-08-10,P306,6
2020-08-10,P307,3
2020-08-10,P308,3
2020-08-10,P309,6
2020-08-10,P310,4
2020-08-10,P311,4
2020-08-10,P312,4
2020-08-10,P313,4
2020-08-10,P314,9
2020-08-10,P315,0
2020-08-10,P316,2
2020-08-10,P317,2
2020-08-10,P318,2
2020-08-10,P319,4
2020-08-10,P320,2
2020-08-10,P321,5
2020-08-10,P322,7
2020-08-10,P323,4
2020-08-10,P324,10
2020-08-10,P325,7
2020-08-10,P326,2
2020-08-10,P327,3
2020-08-10,P328,4
2020-08-10,P329,1
2020-08-10,P330,2
2020-08-10,P331,6
2020-08-10,P332,10
2020-08-10,P333,6
2020-08-10,P334,16
2020-08-10,P335,4
2020-08-10,P336,5
2020-08-10,P337,3
2020-08-10,P338,0
2020-08-10,P339,1
2020-08-10,P340,2
2020-08-10,P341,5
2020-08-10,P342,1
2020-08-10,P343,0
2020-08-10,P344,2
2020-08-10,P345,2
2020-08-10,P346,0
2020-08-10,P347,0
2020-08-10,P348,2
2020-08-10,P349,0
2020-08-10,P350,0
2020-08-10,P351,0
2020-08-10,P352,0
2020-08-10,P354,0
2020-08-10,P355,1
2020-08-10,P356,3
2020-08-10,P357,4
2020-08-10,P358,1
2020-08-10,P359,3
2020-08-10,P360,0
2020-08-10,P361,3
2020-08-10,P362,0
2020-08-10,P363,0
2020-08-10,P364,8
2020-08-10,P365,3
2020-08-10,P366,1
2020-08-10,P367,2
2020-08-10,P368,1
2020-08-10,P369,5
2020-08-10,P370,1
2020-08-10,P371,1
2020-08-10,P372,0
2020-08-10,P373,0
2020-08-10,P374,1
2020-08-10,P375,2
2020-08-10,P376,0
2020-08-10,P377,2
2020-08-10,P378,0
2020-08-10,P379,0
2020-08-10,P380,0
2020-08-10,P381,0
2020-08-10,P382,0
2020-08-10,P383,0
2020-08-10,P384,0
2020-08-10,P386,0
2020-08-10,P387,3
2020-08-10,P388,2
2020-08-10,P389,4
2020-08-10,P390,3
2020-08-10,P391,5
2020-08-10,P392,7
2020-08-10,P393,3
2020-08-10,P394,2
2020-08-10,P395,3
2020-08-10,P396,0
2020-08-10,P397,8
2020-08-10,P398,14
2020-08-10,P399,7
2020-08-10,P400,12
2020-08-10,P401,1
2020-08-10,P402,7
2020-08-10,P403,16
2020-08-10,P404,12
2020-08-10,P405,6
2020-08-10,P406,8
2020-08-10,P407,10
2020-08-10,P408,14
2020-08-10,P409,30
2020-08-10,P410,11
2020-08-10,P411,18
2020-08-10,P412,5
2020-08-10,P413,5
2020-08-10,P414,2
2020-08-10,P415,2
2020-08-10,P416,0
2020-08-10,P417,0
2020-08-10,P418,0
2020-08-10,P419,0
2020-08-10,P420,0
2020-08-10,P421,0
2020-08-10,P422,2
2020-08-10,P423,0
2020-08-10,P424,0
2020-08-10,P425,0
2020-08-10,P426,0
2020-08-10,P427,0
2020-08-10,P428,0
2020-08-10,P429,5
2020-08-10,P430,9
2020-08-10,P431,2
2020-08-10,P432,3
2020-08-10,P433,4
2020-08-10,P434,2
2020-08-10,P435,10
2020-08-10,P436,11
2020-08-10,P437,5
2020-08-10,P438,0
2020-08-10,P439,0
2020-08-10,P440,1
2020-08-10,P441,0
2020-08-10,P442,0
2020-08-10,P443,0
2020-08-10,P444,0
2020-08-10,P445,0
2020-08-10,P446,0
2020-08-10,P447,0
2020-08-10,P448,1
2020-08-10,P449,0
2020-08-10,P450,0
2020-08-10,P451,0
2020-08-10,P452,0
2020-08-10,P453,0
2020-08-10,P454,0
2020-08-10,P455,1
2020-08-10,P456,0
2020-08-10,P457,0
2020-08-10,P458,1
2020-08-10,P459,0
2020-08-10,P460,0
2020-08-10,P461,0
2020-08-10,P462,0
2020-08-10,P463,0
2020-08-10,P464,0
2020-08-10,P465,0
2020-08-10,P466,0
2020-08-10,P467,0
2020-08-10,P468,0
2020-08-10,P469,0
2020-08-10,P470,0
2020-08-10,P471,0
2020-08-10,P472,0
2020-08-10,P473,0
2020-08-10,P474,0
2020-08-10,P475,2
2020-08-10,P476,0
2020-08-10,P477,0
2020-08-10,P478,0
2020-08-10,P479,0
2020-08-10,P480,0
2020-08-10,P481,1
2020-08-10,P482,1
2020-08-10,P483,1
2020-08-10,P484,9
2020-08-10,P485,8
2020-08-10,P486,26
2020-08-10,P487,10
2020-08-10,P488,7
2020-08-10,P489,3
2020-08-10,P490,9
2020-08-10,P491,16
2020-08-10,P492,10
2020-08-10,P493,6
2020-08-10,P494,11
2020-08-10,P495,9
2020-08-10,P496,3
2020-08-10,P497,2
2020-08-10,P498,5
2020-08-10,P499,9
2020-08-10,P500,7
2020-08-10,P501,3
2020-08-10,P502,17
2020-08-10,P503,8
2020-08-10,P504,12
2020-08-10,P505,10
2020-08-10,P506,7
2020-08-10,P507,17
2020-08-10,P508,8
2020-08-10,P509,3
2020-08-10,P510,2
2020-08-10,P511,18
2020-08-10,P512,11
2020-08-10,P513,11
2020-08-10,P514,5
2020-08-10,P515,8
2020-08-10,P516,15
2020-08-10,P517,8
2020-08-10,P518,7
2020-08-10,P519,16
2020-08-10,P520,9
2020-08-10,P521,9
2020-08-10,P522,13
2020-08-10,P523,8
2020-08-10,P524,3
2020-08-10,P525,7
2020-08-10,P526,10
2020-08-10,P527,6
2020-08-10,P528,4
2020-08-10,P529,16
2020-08-10,P530,11
2020-08-10,P531,2
2020-08-10,P532,5
2020-08-10,P533,20
2020-08-10,P534,11
2020-08-10,P535,16
2020-08-10,P536,9
2020-08-10,P537,10
2020-08-10,P538,12
2020-08-10,P539,9
2020-08-10,P540,14
2020-08-10,P541,10
2020-08-10,P542,8
2020-08-10,P543,10
2020-08-10,P544,5
2020-08-10,P545,11
2020-08-10,P546,14
2020-08-10,P547,9
2020-08-10,P548,27
2020-08-10,P549,18
2020-08-10,P550,12
2020-08-10,P551,16
2020-08-10,P552,6
2020-08-10,P553,2
2020-08-10,P554,14
2020-08-10,P555,6
2020-08-10,P556,9
2020-08-10,P557,14
2020-08-10,P558,5
2020-08-10,P559,9
2020-08-10,P560,5
2020-08-10,P561,0
2020-08-10,P562,5
2020-08-10,P563,13
2020-08-10,P564,8
2020-08-10,P565,12
2020-08-10,P566,15
2020-08-10,P567,4
2020-08-10,P568,3
2020-08-10,P569,2
2020-08-10,P570,1
2020-08-10,P571,7
2020-08-10,P572,1
2020-08-10,P573,3
2020-08-10,P574,0
2020-08-10,P575,0
2020-08-10,P576,2
2020-08-10,P577,1
2020-08-10,P578,0
2020-08-10,P579,0
2020-08-10,P580,1
2020-08-10,P581,3
2020-08-10,P582,1
2020-08-10,P583,3
2020-08-10,P584,0
2020-08-10,P585,0
2020-08-10,P586,4
2020-08-10,P587,1
2020-08-10,P588,0
2020-08-10,P589,2
2020-08-10,P590,3
2020-08-10,P591,1
2020-08-10,P592,0
2020-08-10,P593,2
2020-08-10,P594,4
2020-08-10,P595,2
2020-08-10,P596,5
2020-08-10,P597,1
2020-08-10,P598,7
2020-08-10,P599,4
2020-08-10,P600,4
2020-08-10,P601,0
2020-08-10,P602,1
2020-08-10,P603,1
2020-08-10,P604,1
2020-08-10,P605,1
2020-08-10,P606,1
2020-08-10,P607,0
2020-08-10,P608,0
2020-08-10,P609,2
2020-08-10,P610,3
2020-08-10,P611,3
2020-08-10,P612,6
2020-08-10,P613,15
2020-08-10,P614,6
2020-08-10,P615,17
2020-08-10,P616,4
2020-08-10,P617,18
2020-08-10,P618,30
2020-08-10,P619,45
2020-08-10,P620,24
2020-08-10,P621,35
2020-08-10,P622,23
2020-08-10,P623,24
2020-08-10,P624,8
2020-08-10,P625,7
2020-08-10,P626,5
2020-08-10,P627,7
2020-08-10,P628,4
2020-08-10,P629,11
2020-08-10,P630,7
2020-08-10,P631,7
2020-08-10,P632,6
2020-08-10,P633,8
2020-08-10,P634,12
2020-08-10,P635,11
2020-08-10,P636,7
2020-08-10,P637,4
2020-08-10,P638,10
2020-08-10,P639,0
2020-08-10,P640,11
2020-08-10,P641,3
2020-08-10,P642,3
2020-08-10,P643,0
2020-08-10,P644,0
2020-08-10,P646,0
2020-08-10,P647,0
2020-08-10,P649,0
2020-08-10,P650,0
2020-08-10,P651,0
2020-08-10,P652,0
2020-08-10,P653,0
2020-08-10,P654,0
2020-08-10,P655,0
2020-08-10,P656,0
2020-08-10,P657,0
2020-08-10,P658,0
2020-08-10,P659,0
2020-08-10,P660,0
2020-08-10,P661,0
2020-08-10,P662,0
2020-08-10,P663,2
2020-08-10,P664,0
2020-08-10,P665,1
2020-08-10,P666,0
2020-08-10,P667,0
2020-08-10,P668,0
2020-08-10,P669,1
2020-08-10,P670,2
2020-08-10,P671,0
2020-08-10,P672,0
2020-08-10,P673,6
2020-08-10,P674,3
2020-08-10,P675,4
2020-08-10,P676,4
2020-08-10,P677,0
2020-08-10,P678,1
2020-08-10,P679,0
2020-08-10,P680,0
2020-08-10,P681,0
2020-08-10,P682,0
2020-08-10,P683,0
2020-08-10,P684,0
2020-08-10,P685,0
2020-08-10,P686,4
2020-08-10,P687,4
2020-08-10,P688,1
2020-08-10,P689,0
2020-08-10,P690,1
2020-08-10,P691,0
2020-08-10,P692,0
2020-08-10,P693,0
2020-08-10,P694,0
2020-08-10,P695,0
2020-08-10,P696,0
2020-08-10,P697,0
2020-08-10,P698,1
2020-08-10,P699,0
2020-08-10,P700,0
2020-08-10,P701,0
2020-08-10,P702,13
2020-08-10,P703,3
2020-08-10,P704,0
2020-08-10,P705,6
2020-08-10,P706,0
2020-08-10,P707,1
2020-08-10,P708,0
2020-08-10,P711,0
2020-08-10,P712,0
2020-08-10,P713,0
2020-08-10,P714,0
2020-08-10,P715,0
2020-08-10,P716,0
2020-08-10,P717,0
2020-08-10,P718,1
2020-08-10,P719,1
2020-08-10,P720,0
2020-08-10,P721,0
2020-08-10,P722,0
2020-08-10,P724,0
2020-08-10,P726,1
2020-08-10,P727,5
2020-08-10,P728,2
2020-08-10,P729,0
2020-08-10,P730,1
2020-08-10,P731,0
2020-08-10,P732,2
2020-08-10,P733,1
2020-08-10,P734,0
2020-08-10,P735,0
2020-08-10,P736,1
2020-08-10,P737,4
2020-08-10,P738,1
2020-08-10,P739,0
2020-08-10,P740,1
2020-08-10,P741,0
2020-08-10,P742,1
2020-08-10,P743,2
2020-08-10,P744,0
2020-08-10,P745,2
2020-08-10,P746,1
2020-08-10,P747,2
2020-08-10,P748,0
2020-08-10,P749,1
2020-08-10,P750,1
2020-08-10,P751,1
2020-08-10,P752,0
2020-08-10,P753,0
2020-08-10,P754,1
2020-08-10,P755,0
2020-08-10,P756,0
2020-08-10,P757,0
2020-08-10,P758,0
2020-08-10,P759,0
2020-08-10,P760,0
2020-08-10,P761,0
2020-08-10,P762,0
2020-08-10,P763,0
2020-08-10,P764,0
2020-08-10,P765,1
2020-08-10,P766,0
2020-08-10,P767,5
2020-08-10,P768,7
2020-08-10,P769,2
2020-08-10,P770,0
2020-08-10,P771,0
2020-08-10,P772,0
2020-08-10,P773,0
2020-08-10,P774,0
2020-08-10,P775,0
2020-08-10,P776,1
2020-08-10,P777,1
2020-08-10,P778,0
2020-08-10,P779,0
2020-08-10,P780,0
2020-08-10,P781,10
2020-08-10,P782,3
2020-08-10,P783,11
2020-08-10,P784,3
2020-08-10,P785,2
2020-08-10,P786,2
2020-08-10,P787,0
2020-08-10,P788,3
2020-08-10,P789,3
2020-08-10,P790,1
2020-08-10,P791,3
2020-08-10,P792,1
2020-08-10,P793,0
2020-08-10,P794,0
2020-08-10,P795,0
2020-08-10,P796,2
2020-08-10,P797,1
2020-08-10,P798,3
2020-08-10,P799,8
2020-08-10,P800,2
2020-08-10,P801,1
2020-08-10,P802,0
2020-08-10,P803,2
2020-08-10,P804,3
2020-08-10,P805,4
2020-08-10,P806,8
2020-08-10,P807,1
2020-08-10,P808,2
2020-08-10,P809,0
2020-08-10,P810,0
2020-08-10,P811,4
2020-08-10,P812,1
2020-08-10,P813,1
2020-08-10,P814,4
2020-08-10,P815,0
2020-08-10,P816,1
2020-08-10,P817,0
2020-08-10,P818,1
2020-08-10,P819,0
2020-08-17,P1,12
2020-08-17,P2,3
2020-08-17,P3,7
2020-08-17,P4,5
2020-08-17,P5,5
2020-08-17,P6,2
2020-08-17,P7,2
2020-08-17,P8,8
2020-08-17,P9,9
2020-08-17,P10,23
2020-08-17,P11,12
2020-08-17,P12,4
2020-08-17,P13,1
2020-08-17,P14,5
2020-08-17,P15,25
2020-08-17,P16,38
2020-08-17,P17,20
2020-08-17,P18,33
2020-08-17,P19,32
2020-08-17,P20,5
2020-08-17,P21,9
2020-08-17,P22,5
2020-08-17,P23,1
2020-08-17,P24,38
2020-08-17,P25,34
2020-08-17,P26,10
2020-08-17,P27,32
2020-08-17,P28,24
2020-08-17,P29,7
2020-08-17,P30,34
2020-08-17,P31,9
2020-08-17,P32,12
2020-08-17,P33,12
2020-08-17,P34,23
2020-08-17,P35,45
2020-08-17,P36,34
2020-08-17,P37,28
2020-08-17,P38,35
2020-08-17,P39,30
2020-08-17,P40,32
2020-08-17,P41,25
2020-08-17,P42,31
2020-08-17,P43,21
2020-08-17,P44,33
2020-08-17,P45,28
2020-08-17,P46,24
2020-08-17,P47,25
2020-08-17,P48,32
2020-08-17,P49,26
2020-08-17,P50,10
2020-08-17,P51,16
2020-08-17,P52,21
2020-08-17,P53,3
2020-08-17,P54,28
2020-08-17,P55,29
2020-08-17,P56,29
2020-08-17,P57,24
2020-08-17,P58,29
2020-08-17,P59,9
2020-08-17,P60,32
2020-08-17,P61,25
2020-08-17,P62,8
2020-08-17,P63,28
2020-08-17,P64,36
2020-08-17,P65,15
2020-08-17,P66,19
2020-08-17,P67,26
2020-08-17,P68,9
2020-08-17,P69,24
2020-08-17,P70,32
2020-08-17,P71,3
2020-08-17,P72,30
2020-08-17,P73,29
2020-08-17,P74,6
2020-08-17,P75,28
2020-08-17,P76,27
2020-08-17,P77,5
2020-08-17,P78,29
2020-08-17,P79,28
2020-08-17,P80,27
2020-08-17,P81,11
2020-08-17,P82,8
2020-08-17,P83,43
2020-08-17,P84,29
2020-08-17,P85,31
2020-08-17,P86,34
2020-08-17,P87,26
2020-08-17,P88,34
2020-08-17,P89,29
2020-08-17,P90,40
2020-08-17,P91,10
2020-08-17,P92,40
2020-08-17,P93,9
2020-08-17,P94,9
2020-08-17,P95,8
2020-08-17,P96,30
2020-08-17,P97,29
2020-08-17,P98,3
2020-08-17,P99,8
2020-08-17,P100,9
2020-08-17,P101,39
2020-08-17,P102,27
2020-08-17,P103,9
2020-08-17,P104,3
2020-08-17,P105,2
2020-08-17,P106,11
2020-08-17,P107,21
2020-08-17,P108,2
2020-08-17,P109,12
2020-08-17,P110,5
2020-08-17,P111,6
2020-08-17,P112,23
2020-08-17,P113,30
2020-08-17,P114,6
2020-08-17,P115,13
2020-08-17,P116,4
2020-08-17,P117,1
2020-08-17,P118,4
2020-08-17,P119,28
2020-08-17,P120,27
2020-08-17,P121,4
2020-08-17,P122,6
2020-08-17,P123,5
2020-08-17,P124,3
2020-08-17,P125,6
2020-08-17,P126,3
2020-08-17,P127,2
2020-08-17,P128,29
2020-08-17,P129,43
2020-08-17,P130,29
2020-08-17,P131,31
2020-08-17,P132,23
2020-08-17,P133,27
2020-08-17,P134,43
2020-08-17,P135,30
2020-08-17,P136,21
2020-08-17,P137,48
2020-08-17,P138,49
2020-08-17,P139,21
2020-08-17,P140,30
2020-08-17,P141,34
2020-08-17,P142,35
2020-08-17,P143,32
2020-08-17,P144,9
2020-08-17,P145,10
2020-08-17,P146,8
2020-08-17,P147,15
2020-08-17,P148,2
2020-08-17,P149,10
2020-08-17,P150,1
2020-08-17,P151,2
2020-08-17,P152,9
2020-08-17,P153,6
2020-08-17,P154,8
2020-08-17,P155,3
2020-08-17,P156,7
2020-08-17,P157,7
2020-08-17,P158,1
2020-08-17,P159,2
2020-08-17,P160,7
2020-08-17,P161,2
2020-08-17,P162,5
2020-08-17,P163,4
2020-08-17,P164,9
2020-08-17,P165,12
2020-08-17,P166,10
2020-08-17,P167,22
2020-08-17,P168,27
2020-08-17,P169,25
2020-08-17,P170,31
2020-08-17,P171,15
2020-08-17,P172,29
2020-08-17,P173,41
2020-08-17,P174,24
2020-08-17,P175,36
2020-08-17,P176,34
2020-08-17,P177,41
2020-08-17,P178,30
2020-08-17,P179,32
2020-08-17,P180,49
2020-08-17,P181,37
2020-08-17,P182,26
2020-08-17,P183,34
2020-08-17,P184,35
2020-08-17,P185,29
2020-08-17,P186,27
2020-08-17,P187,38
2020-08-17,P188,28
2020-08-17,P189,28
2020-08-17,P190,33
2020-08-17,P191,36
2020-08-17,P192,37
2020-08-17,P193,39
2020-08-17,P194,22
2020-08-17,P195,0
2020-08-17,P196,27
2020-08-17,P197,17
2020-08-17,P198,7
2020-08-17,P199,1
2020-08-17,P200,18
2020-08-17,P201,3
2020-08-17,P202,13
2020-08-17,P203,8
2020-08-17,P204,1
2020-08-17,P205,9
2020-08-17,P206,1
2020-08-17,P207,2
2020-08-17,P208,21
2020-08-17,P209,5
2020-08-17,P210,11
2020-08-17,P211,4
2020-08-17,P212,1
2020-08-17,P213,0
2020-08-17,P214,0
2020-08-17,P215,0
2020-08-17,P216,0
2020-08-17,P217,0
2020-08-17,P218,0
2020-08-17,P219,1
2020-08-17,P220,2
2020-08-17,P221,0
2020-08-17,P222,1
2020-08-17,P223,1
2020-08-17,P224,0
2020-08-17,P225,0
2020-08-17,P226,0
2020-08-17,P227,0
2020-08-17,P228,0
2020-08-17,P229,0
2020-08-17,P230,0
2020-08-17,P231,0
2020-08-17,P232,0
2020-08-17,P233,0
2020-08-17,P234,0
2020-08-17,P235,0
2020-08-17,P236,0
2020-08-17,P237,0
2020-08-17,P238,0
2020-08-17,P239,1
2020-08-17,P240,0
2020-08-17,P241,1
2020-08-17,P242,0
2020-08-17,P243,0
2020-08-17,P244,0
2020-08-17,P245,0
2020-08-17,P246,0
2020-08-17,P247,0
2020-08-17,P248,0
2020-08-17,P249,0
2020-08-17,P250,0
2020-08-17,P251,0
2020-08-17,P252,0
2020-08-17,P253,0
2020-08-17,P254,0
2020-08-17,P255,3
2020-08-17,P256,0
2020-08-17,P257,0
2020-08-17,P258,0
2020-08-17,P259,0
2020-08-17,P260,0
2020-08-17,P261,12
2020-08-17,P262,21
2020-08-17,P263,15
2020-08-17,P264,6
2020-08-17,P265,2
2020-08-17,P266,9
2020-08-17,P267,10
2020-08-17,P268,10
2020-08-17,P269,10
2020-08-17,P270,14
2020-08-17,P271,3
2020-08-17,P272,0
2020-08-17,P273,0
2020-08-17,P274,0
2020-08-17,P275,0
2020-08-17,P276,0
2020-08-17,P277,0
2020-08-17,P278,0
2020-08-17,P279,0
2020-08-17,P280,0
2020-08-17,P281,1
2020-08-17,P282,1
2020-08-17,P283,1
2020-08-17,P284,10
2020-08-17,P285,6
2020-08-17,P286,12
2020-08-17,P287,2
2020-08-17,P288,0
2020-08-17,P289,0
2020-08-17,P290,0
2020-08-17,P291,1
2020-08-17,P292,2
2020-08-17,P293,3
2020-08-17,P294,2
2020-08-17,P295,3
2020-08-17,P296,4
2020-08-17,P297,4
2020-08-17,P298,1
2020-08-17,P299,6
2020-08-17,P300,1
2020-08-17,P301,1
2020-08-17,P302,4
2020-08-17,P303,4
2020-08-17,P304,6
2020-08-17,P305,5
2020-08-17,P306,3
2020-08-17,P307,5
2020-08-17,P308,5
2020-08-17,P309,8
2020-08-17,P310,4
2020-08-17,P311,8
2020-08-17,P312,5
2020-08-17,P313,2
2020-08-17,P314,3
2020-08-17,P315,3
2020-08-17,P316,6
2020-08-17,P317,7
2020-08-17,P318,1
2020-08-17,P319,7
2020-08-17,P320,0
2020-08-17,P321,2
2020-08-17,P322,1
2020-08-17,P323,6
2020-08-17,P324,5
2020-08-17,P325,7
2020-08-17,P326,5
2020-08-17,P327,3
2020-08-17,P328,6
2020-08-17,P329,5
2020-08-17,P330,3
2020-08-17,P331,3
2020-08-17,P332,9
2020-08-17,P333,8
2020-08-17,P334,7
2020-08-17,P335,4
2020-08-17,P336,3
2020-08-17,P337,2
2020-08-17,P338,1
2020-08-17,P339,0
2020-08-17,P340,0
2020-08-17,P341,3
2020-08-17,P342,0
2020-08-17,P343,1
2020-08-17,P344,1
2020-08-17,P345,0
2020-08-17,P346,0
2020-08-17,P347,0
2020-08-17,P348,0
2020-08-17,P349,0
2020-08-17,P350,0
2020-08-17,P351,0
2020-08-17,P352,0
2020-08-17,P354,0
2020-08-17,P355,0
2020-08-17,P356,1
2020-08-17,P357,0
2020-08-17,P358,1
2020-08-17,P359,4
2020-08-17,P360,0
2020-08-17,P361,1
2020-08-17,P362,0
2020-08-17,P363,1
2020-08-17,P364,12
2020-08-17,P365,2
2020-08-17,P366,4
2020-08-17,P367,1
2020-08-17,P368,2
2020-08-17,P369,1
2020-08-17,P370,5
2020-08-17,P371,0
2020-08-17,P372,0
2020-08-17,P373,2
2020-08-17,P374,1
2020-08-17,P375,1
2020-08-17,P376,1
2020-08-17,P377,2
2020-08-17,P378,1
2020-08-17,P379,0
2020-08-17,P380,0
2020-08-17,P381,0
2020-08-17,P382,0
2020-08-17,P383,0
2020-08-17,P384,0
2020-08-17,P386,0
2020-08-17,P387,0
2020-08-17,P388,5
2020-08-17,P389,3
2020-08-17,P390,2
2020-08-17,P391,0
2020-08-17,P392,5
2020-08-17,P393,2
2020-08-17,P394,3
2020-08-17,P395,0
2020-08-17,P396,3
2020-08-17,P397,7
2020-08-17,P398,13
2020-08-17,P399,9
